MATERIA;CLASSE;ERA;SETTORE;TIPO;INCLUDERE;DOMANDA;CORRETTA;OPZIONE_1;OPZIONE_2;OPZIONE_3;OPZIONE_4
TPSIT;3H;2;TEORIA;QUIZ;SI;Se l'immagine è rappresentata da 2 colori, quanti bit sono necessari per ogni pixel?;1;1;2;3;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Se l'immagine è rappresentata da 4 colori, quanti bit sono necessari per ogni pixel?;2;1;2;3;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per campionamento?;1;Il processo che prevede la sovrapposizione di una griglia di pixel sull'immagine;Il processo che prevede la codifica di ogni singolo pixel in funzione del colore che assume?;Il processo completo che trasforma una fotografia o un dipinto in un file all'interno di un computer;Il processo che aggiunge un livello di trasparenza all'interno di un'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per quantizzazione?;2;Il processo che prevede la sovrapposizione di una griglia di pixel sull'immagine;Il processo che prevede la codifica di ogni singolo pixel in funzione del colore che assume?;Il processo completo che trasforma una fotografia o un dipinto in un file all'interno di un computer;Il processo che aggiunge un livello di trasparenza all'interno di un'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per digitalizzazione?;3;Il processo che prevede la sovrapposizione di una griglia di pixel sull'immagine;Il processo che prevede la codifica di ogni singolo pixel in funzione del colore che assume?;Il processo completo che trasforma una fotografia o un dipinto in un file all'interno di un computer;Il processo che aggiunge un livello di trasparenza all'interno di un'immagine
;;;;;SI;Cosa si intende per alpha blending?;4;Il processo che prevede la sovrapposizione di una griglia di pixel sull'immagine;Il processo che prevede la codifica di ogni singolo pixel in funzione del colore che assume?;Il processo completo che trasforma una fotografia o un dipinto in un file all'interno di un computer;Il processo che aggiunge un livello di trasparenza all'interno di un'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per pixel?;1;Un campione di un'immagine;Un colore di un'immagine;Una dimensione di un'immagine;Un livello di un'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 2 colori di dimensione 7x7, quanti bit sono necessari in totale per rappresentare l'intera immagine?;1;49;100;81;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 2 colori di dimensione 10x10, quanti bit sono necessari in totale per rappresentare l'intera immagine?;2;49;100;81;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 2 colori di dimensione 9x9, quanti bit sono necessari in totale per rappresentare l'intera immagine?;3;49;100;81;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 4 colori di dimensione 7x7, quanti bit sono necessari in totale per rappresentare l'intera immagine?;1;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 4 colori di dimensione 10x10, quanti bit sono necessari in totale per rappresentare l'intera immagine?;2;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 4 colori di dimensione 9x9, quanti bit sono necessari in totale per rappresentare l'intera immagine?;3;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 3 colori di dimensione 7x7, quanti bit sono necessari in totale per rappresentare l'intera immagine?;1;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 3 colori di dimensione 10x10, quanti bit sono necessari in totale per rappresentare l'intera immagine?;2;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Assumendo di avere un'immagine con soli 3 colori di dimensione 9x9, quanti bit sono necessari in totale per rappresentare l'intera immagine?;3;98;200;162;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti livelli di grigio è possibile rappresentare con 3 bit?;1;8;16;24;32
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti livelli di grigio è possibile rappresentare con 6 bit?;2;32;64;128;256
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti livelli di grigio è possibile rappresentare con 8 bit?;4;32;64;128;256
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti colori di base sono necessari per ottenere tutti i colori nel modello RGB?;2;2;3;4;5
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti colori di base sono necessari per ottenere tutti i colori nel modello RGB?;3;2;3;4;5
TPSIT;3H;2;TEORIA;QUIZ;SI;In quale situazione combiniamo tre colori partendo da uno sfondo nero?;1;Modello RGB con sintesi additiva;Modello CMYK con sintesi sottrattiva;Modello RGB con sintesi sottrattiva;Modello CMYK con sintesi additiva
TPSIT;3H;2;TEORIA;QUIZ;SI;In quale situazione combiniamo tre colori partendo da uno sfondo bianco?;2;Modello RGB con sintesi additiva;Modello CMYK con sintesi sottrattiva;Modello RGB con sintesi sottrattiva;Modello CMYK con sintesi additiva
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel modello RGB quanti livelli si associano a ciascun colore?;4;100;128;200;256
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel modello RGB, quanti colori si combinano in un pixel?;3;1;2;3;4
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel modello RGB, quanti bit sono necessari per rappresentare un singolo pixel?;3;8;16;24;32
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel modello RGB, quanti bit sono necessari per rappresentare un singolo colore all'interno di un pixel?;1;8;16;24;32
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(0; 0; 0)?";2;Bianco;Nero;Grigio;Verde
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(255; 255; 255)?";1;Bianco;Nero;Grigio;Verde
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(100; 100; 100)?";3;Bianco;Nero;Grigio;Verde
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(255; 0; 0)?";1;Rosso ;Verde;Blu;Giallo
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(0; 255; 0)?";2;Rosso ;Verde;Blu;Giallo
TPSIT;3H;2;TEORIA;QUIZ;SI;"Che colore rappresenta RGB(0; 0; 255)?";3;Rosso ;Verde;Blu;Giallo
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore ROSSO nel modello RGB?;1;"RGB(255; 0; 0)";"RGB(0; 255; 0)";"RGB(0; 0; 255)";"RGB(0; 0; 0)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore VERDE nel modello RGB?;2;"RGB(255; 0; 0)";"RGB(0; 255; 0)";"RGB(0; 0; 255)";"RGB(0; 0; 0)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore BLU nel modello RGB?;3;"RGB(255; 0; 0)";"RGB(0; 255; 0)";"RGB(0; 0; 255)";"RGB(255; 255; 255)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore BIANCO nel modello RGB?;4;"RGB(255; 0; 0)";"RGB(0; 255; 0)";"RGB(0; 0; 255)";"RGB(255; 255; 255)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore NERO nel modello RGB?;3;"RGB(255; 0; 0)";"RGB(127; 127; 127)";"RGB(0; 0; 0)";"RGB(255; 255; 255)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Come è possibile rappresentare il colore GRIGIO nel modello RGB?;2;"RGB(255; 0; 0)";"RGB(127; 127; 127)";"RGB(0; 0; 0)";"RGB(255; 255; 255)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti numeri esadecimali rappresenta il colore ROSSO?;1;0xFF 00 00;0x00 FF 00;0x00 00 FF;0x00 00 00
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti numeri esadecimali rappresenta il colore VERDE?;2;0xFF 00 00;0x00 FF 00;0x00 00 FF;0x00 00 00
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti numeri esadecimali rappresenta il colore BLU?;3;0xFF 00 00;0x00 FF 00;0x00 00 FF;0xFF FF FF
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti numeri esadecimali rappresenta il colore BIANCO?;1;0xFF FF FF;0x00 00 00;0xFF 00 00;0x00 FF 00
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti numeri esadecimali rappresenta il colore NERO?;2;0xFF FF FF;0x00 00 00;0xFF 00 00;0x00 FF 00
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per canale alpha?;1;Un ulteriore componente oltre i 3 colori primari per rappresentare la trasparenza;Un'estensione particolare di un'immagine per rappresentare la trasparenza;Un insieme di pixel che risultano trasparenti in un'immagine;Il processo per rendere trasparente un'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti colori risulta essere completamente trasparente?;1;"RGB(255; 255; 0; 0)";"RGB(0; 255; 0; 255)";"RGB(0; 0; 255; 127)";"RGB(0; 255; 255; 255)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti colori risulta essere completamente opaco?;3;"RGB(255; 255; 0; 0)";"RGB(0; 255; 0; 127)";"RGB(0; 0; 255; 255)";"RGB(0; 255; 255; 0)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti colori risulta essere parzialmente trasparente?;2;"RGB(255; 255; 0; 0)";"RGB(0; 255; 0; 127)";"RGB(0; 0; 255; 255)";"RGB(0; 255; 255; 0)"
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel caso l'immagine supporti la trasparenza, quanti bit sono necessari per ogni pixel per rappresentare un'immagine?;4;8;16;24;32
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti bit sono necessari per rappresentare il canale alpha in ogni pixel?;4;1;2;4;8
TPSIT;3H;2;TEORIA;QUIZ;SI;Considerando un'immagine a colori di dimensione 5x5 che supporti la trasparenza, quanti bit servono in totale per rappresentare l'immagine?;1;800;1568;2592;2048
TPSIT;3H;2;TEORIA;QUIZ;SI;Considerando un'immagine a colori di dimensione 7x7 che supporti la trasparenza, quanti bit servono in totale per rappresentare l'immagine?;2;800;1568;2592;2048
TPSIT;3H;2;TEORIA;QUIZ;SI;Considerando un'immagine a colori di dimensione 9x9 che supporti la trasparenza, quanti bit servono in totale per rappresentare l'immagine?;3;800;1568;2592;2048
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti bit sono necessari per codificare un'immagine campionata 10x10 pixel, dove ogni pixel è in grado di rappresentare 4 livelli di grigio differenti?;2;100 bit;200 bit;300 bit;400 bit
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti bit sono necessari per codificare un'immagine campionata 36x23 pixel, dove ogni pixel è in grado di rappresentare 128 livelli di grigio differenti?;3;2048 bit;3245 bit;5796 bit;6098 bit
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti bit sono necessari per codificare un'immagine campionata 20x20 pixel, dove ogni pixel è in grado di rappresentare 16.777.216 colori differenti?;4;6400 bit;7500 bit;8700 bit;9600 bit
TPSIT;3H;2;TEORIA;QUIZ;SI;Quanti colori è possibile riprodurre con il modello RGB su uno schermo?;3;60 mila;150 mila;16 milioni ;5 miliardi
TPSIT;3H;2;TEORIA;QUIZ;SI;Da cosa dipende il peso in memoria di un'immagine?;3;Dal solo numero di pixel;Dalla sola profondità di colore;Dal numero di pixel e della profondità di colore;Nessuna delle precedenti
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per risoluzione grafica?;1;La qualità con cui è rappresentata l'immagine;La dimensione dell'immagine;Il numero di colori visualizzati dall'immagine;Il numero di pixel dell'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale unità di misura si utilizza per misurare la risoluzione grafica di un'immagine a schermo?;1;PPI;DPI;Numero di colori;bit
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale unità di misura si utilizza per misurare la risoluzione grafica di un'immagine stampata su carta?;2;PPI;DPI;Numero di colori;bit
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per PPI?;1;Il rapporto tra pixel e pollici;Il rapporto tra punti stampati e pollici;Il rapporto tra pollici e pixel;Il rapporto tra pollici e punti stampati
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per DPI?;2;Il rapporto tra pixel e pollici;Il rapporto tra punti stampati e pollici;Il rapporto tra pollici e pixel;Il rapporto tra pollici e punti stampati
TPSIT;3H;2;TEORIA;QUIZ;SI;Qual è la differenza tra PPI e DPI?;1;I primi si usano per le immagini a schermo, i secondi per le immagini stampate;I primi si usano per le immagini stampate, i secondi per le immagini a schermo;I primi si usano per le immagini in scala di grigio, i secondi per le immagini a colori;I primi si usano per le immagini senza trasparenza, i secondi per le immagini che supportano la trasparenza
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel caso di zoom di un'immagine a schermo, il valore di PPI:;1;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel caso di rimpicciolimento di un'immagine a schermo, il valore di PPI:;2;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Se visualizziamo la STESSA immagine, prima su uno schermo con risoluzione 1920x1080 e poi su uno schermo con risoluzione 1080x720, il valore di PPI dell'immagine:;2;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Se visualizziamo la STESSA immagine, prima su uno schermo con risoluzione 1080x720 e poi su uno schermo con risoluzione 1920x1080, il valore di PPI dell'immagine:;1;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel caso di stampa di una STESSA immagine, prima su un foglio A4 e poi su un cartellone pubblicitario, il valore di DPI:;1;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Nel caso di stampa di una STESSA immagine, prima su un cartellone pubblicitario e poi su un foglio A4, il valore di DPI:;2;Diminuisce;Aumenta;Non si può stabilire;Non cambia
TPSIT;3H;2;TEORIA;QUIZ;SI;Il rapporto tra numero di pixel e pollici della superficie rappresenta:;1;PPI;DPI;Sia PPI che DPI;Nulla
TPSIT;3H;2;TEORIA;QUIZ;SI;Il rapporto tra numero di punti stampati e pollici della superficie rappresenta:;2;PPI;DPI;Sia PPI che DPI;Nulla
TPSIT;3H;2;TEORIA;QUIZ;SI;Due schermi visualizzano la STESSA immagine, ma in uno dei due schermi i PPI dell'immagine sono maggiori. Quale dei due schermi a una grandezza (in pollici) maggiore?;2;Quello in cui l'immagine ha i PPI maggiore;Quello in cui l'immagine ha i PPI minore;Non si può stabilire;PPI e grandezza (in pollici) sono direttamente proporzionali, quindi è maggiore uno dove è maggiore l'altro
TPSIT;3H;2;TEORIA;QUIZ;SI;Due schermi visualizzano la STESSA immagine, ma in uno dei due schermi i PPI dell'immagine sono maggiori. Quale dei due schermi a una grandezza (in pollici) minore?;1;Quello in cui l'immagine ha i PPI maggiore;Quello in cui l'immagine ha i PPI minore;Non si può stabilire;PPI e grandezza (in pollici) sono direttamente proporzionali, quindi è maggiore uno dove è maggiore l'altro
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per compressione di un'immagine?;1;Ridurre lo spazio occupato dall'immagine in memoria;Ridurre il numero di colori di un'immagine;Ridurre il numero di pixel di un'immagine;Ridurre il nome con cui è stata rinominata l'immagine
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per algoritmo di compressione lossy?;1;Un algoritmo in grado di comprimere un file  riducendone la qualità;Un algoritmo in grado di comprimere un file senza ridurne la qualità;Un algoritmo di compressione che può fallire in alcuni casi;Un algoritmo di compressione utilizzato esclusivamente per le comunicazioni attraverso la rete
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa si intende per algoritmo di compressione lossless?;2;Un algoritmo in grado di comprimere un file  riducendone la qualità;Un algoritmo in grado di comprimere un file senza ridurne la qualità;Un algoritmo di compressione che può fallire in alcuni casi;Un algoritmo di compressione utilizzato esclusivamente per le comunicazioni attraverso la rete
TPSIT;3H;2;TEORIA;QUIZ;SI;Esistono algoritmi di compressione che prevedono nessuna perdita di qualità?;2;Sì, prendono il nome di lossy;Sì, prendono il nome di lossless;No, non si può ottenere questo risultato;Sì, ma non è possibile racchiuderli con un nome preciso
TPSIT;3H;2;TEORIA;QUIZ;SI;Esistono algoritmi di compressione che prevedono una parziale perdita della qualità?;1;Sì, prendono il nome di lossy;Sì, prendono il nome di lossless;No, non si può ottenere questo risultato;Sì, ma non è possibile racchiuderli con un nome preciso
TPSIT;3H;2;TEORIA;QUIZ;SI;Per quale tipo di file possono essere applicati gli algoritmi di compressione lossy?;1;Per le immagini;Per i file di testo;Per i programmi;Per un foglio di calcolo
TPSIT;3H;2;TEORIA;QUIZ;SI;Per quale tipo di file devono essere applicati gli algoritmi di compressione lossless?;1;Per i file di testo;Per le immagini;Per gli audio e la musica;Per i video
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti è un algoritmo di compressione lossless?;1;ZIP;JPEG;MP4;MP3
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale di questi è un algoritmo di compressione lossy per le immagini?;2;ZIP;JPEG;MP4;MP3
TPSIT;3H;2;TEORIA;QUIZ;SI;Che differenza c'è tra un'immagine non compressa, e un'altra compressa con un algoritmo lossless?;1;Stessa qualità, ma minore spazio occupato in memoria;Stessa qualità e stesso spazio occupato in memoria;Minore qualità, ma minore spazio occupato in memoria;Minore qualità e stesso spazio occupato in memoria
TPSIT;3H;2;TEORIA;QUIZ;SI;Che differenza c'è tra un'immagine non compressa, e un'altra compressa con un algoritmo lossy?;3;Stessa qualità, ma minore spazio occupato in memoria;Stessa qualità e stesso spazio occupato in memoria;Minore qualità, ma minore spazio occupato in memoria;Minore qualità e stesso spazio occupato in memoria
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti formati supporta le animazioni?;2;JPEG;GIF;PNG;TIFF
TPSIT;3H;2;TEORIA;QUIZ;SI;Si potrebbe comprimere un file di testo?;2;Sì, con un algoritmo di compressione lossy;Sì, con un algoritmo di compressione lossless;Sì, sia con algoritmi di compressione lossy che lossless;Non è possibile comprimere file di testo
TPSIT;3H;2;TEORIA;QUIZ;SI;Si potrebbe comprimere un file eseguibile, come ad esempio un programma?;2;Sì, con un algoritmo di compressione lossy;Sì, con un algoritmo di compressione lossless;Sì, sia con algoritmi di compressione lossy che lossless;Non è possibile comprimere file di testo
TPSIT;3H;2;TEORIA;QUIZ;SI;Si possono comprimere i file multimediali, come immagini, suoni e video? ;3;Sì, con un algoritmo di compressione lossy;Sì, con un algoritmo di compressione lossless;Sì, sia con algoritmi di compressione lossy che lossless;Non è possibile comprimere file multimediali
TPSIT;3H;2;TEORIA;QUIZ;SI;Cosa è un'immagine vettoriale?;1;Un'immagine rappresentata attraverso punti, linee e forme geometriche;Un'immagine rappresentata sempre tramite pixel;Un'immagine in pixel che supporta la trasparenza;Un'immagine ad altissima risoluzione che supporta molti colori
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale delle seguenti immagini può essere rappresentata in formato vettoriale?;1;Loghi e icone;Ritratto di una persona;Paesaggio;Frame di un video
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale delle seguenti immagini NON può essere rappresentata in formato vettoriale?;1;Paesaggio;Icona;Logo;Testo gigante
TPSIT;3H;2;TEORIA;QUIZ;SI;Qual è il vantaggio principale delle immagini vettoriali?;1;Può essere ingrandita all'infinito senza perdere qualità;Può supportare la trasparenza;Può supportare tutti i colori visibili;Può essere facilmente riprodotta su qualsiasi dispositivo
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale delle seguenti tipologie di immagini possono essere ingrandite all'infinito senza perdere qualità?;2;Immagini raster;Immagini vettoriali;Sia immagini raster che vettoriali;Non esistono immagini che ingrandite, non perdano qualità
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale delle seguenti tipologie di immagini perdono di qualità quando vengono ingrandite?;1;Immagini raster;Immagini vettoriali;Sia immagini raster che vettoriali;Non esistono immagini che ingrandite, perdano qualità
TPSIT;3H;2;TEORIA;QUIZ;SI;Quale dei seguenti è un formato per immagini vettoriali?;4;JPG;PNG;GIF;SVG
;;;;;;;;;;;
;;;;;;;;;;;
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è il bootstrap?;1;Un programma presente nella ROM che avvia l'intero computer;Un programma che si interfaccia con la RAM;Un programma che  esegue il test sulle periferiche;Un programma che si interfaccia con il kernel
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è una ROM?;1;Una memoria di sola lettura;Una memoria di lettura e scrittura;La memoria in cui risiede il sistema operativo;La memoria in cui risiede il kernel
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è il firmware?;1;Un programma scritto dal produttore su una memoria non cancellabile;Un programma scritto dall'utente del computer;Un programma che si interfaccia con il sistema operativo;Un programma modificabile
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è la CPU?;1;Il centro di elaborazione di un computer;La memoria in cui risiede il sistema operativo;Il componente che mette in comunicazione tutti gli altri componenti;Il componente che si interfaccia con le periferiche
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è la POST?;1;Un programma che esegue una serie di TEST;Un programma che avvia il sistema operativo;Un programma che si esegue allo spegnimento del computer;Un programma che risiede nell'hard disk
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è il BIOS?;1;Un programma presente nella scheda madre;Un programma presente nel sistema operativo ;Un programma presente nel kernel ;Un programma presente nella RAM
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è il kernel?;1;Il nucleo di un sistema operativo;La parte più esterna di un sistema operativo che si interfaccia con l'utente;La parte del sistema operativo che legge i dati dell'hard disk;Il programma che esegue l'avvio del computer
TPSIT;4H;1;TEORIA;QUIZ;SI;In quale memoria risiede il sistema operativo?;3;Nella RAM;Nella ROM;Nell'hard disk;Nella cache
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti livelli è il più interno in un sistema operativo?;1;Il kernel;Il file system;Il gestore della memoria;La GUI
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti livelli è il più esterno in un sistema operativo?;4;Il kernel;Il file system;Il gestore della memoria;La GUI
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è il file system?;3;Il nucleo di un sistema operativo;La parte più esterna di un sistema operativo che si interfaccia con l'utente;La parte del sistema operativo che legge i dati dell'hard disk;Il programma che esegue l'avvio del computer
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è la shell?;2;Il nucleo di un sistema operativo;La parte più esterna di un sistema operativo che si interfaccia con l'utente;La parte del sistema operativo che legge i dati dell'hard disk;Il programma che esegue l'avvio del computer
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per sistema operativo open source?;2;Un sistema operativo molto veloce;Un sistema operativo il cui codice sorgente è disponibile a tutti;Un sistema operativo di cui non si conosce il codice sorgente;Un sistema operativo a pagamento
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale di questi sistemi operativi deriva da Linux?;3;Windows;iOS;Android;MacOS
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale delle seguenti periferiche non si può utilizzare in un'interfaccia a riga di comando?;3;La tastiera;Il monitor;Il mouse;La stampante
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale di questi elementi non fa parte del sistema operativo?;3;Il kernel ;Il file system;Il BIOS;La shell
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti elementi non è un sistema operativo?;3;Windows;iOS;DevC++;Android
TPSIT;4H;1;TEORIA;QUIZ;SI;Che differenza c'è tra programma e processo?;1;Il programma è un'entità statica, il processo è un'entità dinamica;Il programma è un'entità dinamica, il processo un'entità statica;Sono la stessa cosa, delle entità statiche;Sono la stessa cosa, delle entità dinamiche
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa è lo scheduler?;1;Una parte del sistema operativo che gestisce l'esecuzione dei processi; Una parte del sistema operativo che gestisce lettura e scrittura dei file;Una parte del sistema operativo che gestisce le periferiche;Una parte del sistema operativo che gestisce l'interfaccia utente
TPSIT;4H;1;TEORIA;QUIZ;SI;Chi esegue i processi?;1;La CPU;La RAM;L'hard disk;La cache
TPSIT;4H;1;TEORIA;QUIZ;SI;Dove sono memorizzati i processi?;1;Nella RAM;Nell'hard disk;Nella CPU;Nella cache
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per processi indipendenti?;1;Processi che non comunicano fra loro;Processi che comunicano fra loro;Processi eseguiti una sola volta;Processi eseguiti in maniera automatica
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per processi cooperanti?;2;Processi che non comunicano fra loro;Processi che comunicano fra loro;Processi eseguiti una sola volta;Processi eseguiti in maniera automatica
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo si trova nello stato PRONTO?;1;Quando ha tutte le risorse richieste e aspetta che la CPU si liberi;Quando ha tutte le risorse e la CPU lo sta eseguendo;Quando non ha tutte le risorse e aspetti che la risorsa richiesta venga liberata;Quando la CPU ha terminato tutte le sue istruzioni
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo si trova nello stato ESECUZIONE? ;2;Quando ha tutte le risorse richieste e aspetta che la CPU si liberi;Quando ha tutte le risorse e la CPU lo sta eseguendo;Quando non ha tutte le risorse e aspetti che la risorsa richiesta venga liberata;Quando la CPU ha terminato tutte le sue istruzioni
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo si trova nello stato ATTESA?;3;Quando ha tutte le risorse richieste e aspetta che la CPU si liberi;Quando ha tutte le risorse e la CPU lo sta eseguendo;Quando non ha tutte le risorse e aspetti che la risorsa richiesta venga liberata;Quando la CPU ha terminato tutte le sue istruzioni
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo si trova nello stato FINITO?;4;Quando ha tutte le risorse richieste e aspetta che la CPU si liberi;Quando ha tutte le risorse e la CPU lo sta eseguendo;Quando non ha tutte le risorse e aspetti che la risorsa richiesta venga liberata;Quando la CPU ha terminato tutte le sue istruzioni
TPSIT;4H;1;TEORIA;QUIZ;SI;Quali processi si trovano nella coda dei processi pronti?;1;I processi in attesa che la CPU si liberi ;I processi in attesa che si liberi una determinata risorsa;I processi in attesa di essere rimossi;I processi che avviano il sistema operativo
TPSIT;4H;1;TEORIA;QUIZ;SI;Quali processi si trovano nella coda dei processi in attesa?;2;I processi in attesa che la CPU si liberi ;I processi in attesa che si liberi una determinata risorsa;I processi in attesa di essere rimossi;I processi che avviano il sistema operativo
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo è preemptive?;1;Quando può essere interrotto in qualsiasi momento dallo scheduler;Quando non può essere interrotto dallo scheduler;Quando per essere interrotto è necessario un permesso;Quando è interrotto, la sua esecuzione termina per sempre
TPSIT;4H;1;TEORIA;QUIZ;SI;Quando un processo è non-preemptive?;2;Quando può essere interrotto in qualsiasi momento dallo scheduler;Quando non può essere interrotto dallo scheduler;Quando per essere interrotto è necessario un permesso;Quando è interrotto, la sua esecuzione termina per sempre
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa prevede l'algoritmo di scheduling FCFS?;1;I processi sono messi in coda secondo il loro ordine di arrivo;I processi sono messi in cosa a seconda della stima del loro tempo di esecuzione;I processi sono messi in coda in funzione della loro priorità;I processi periodicamente hanno la possibilità di utilizzare la CPU
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa prevede l'algoritmo di scheduling SJF?;2;I processi sono messi in coda secondo il loro ordine di arrivo;I processi sono messi in cosa a seconda della stima del loro tempo di esecuzione;I processi sono messi in coda in funzione della loro priorità;I processi periodicamente hanno la possibilità di utilizzare la CPU
